frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma
39;0.400000;2.165971e+02;8.308575e-01;5.707085e-03;3.201956e-03;7.052279e-02
40;0.410000;2.168542e+02;8.238271e-01;6.020418e-03;5.196133e-03;4.140499e-02
41;0.420000;2.164266e+02;8.081821e-01;5.771888e-03;6.732055e-03;7.598092e-02
42;0.430000;1.440868e+02;7.649188e-01;2.988984e-03;4.750106e-03;5.815988e-02
43;0.440000;7.192822e+01;7.045069e-01;1.309145e-03;1.863582e-03;4.007205e-02
44;0.450000;0;6.572390e-01;0;0;0
45;0.460000;0;6.485124e-01;0;0;0
46;0.470000;0;6.715505e-01;0;0;0
47;0.480000;7.643031e+01;7.085988e-01;0;0;1.314806e-01
48;0.490000;1.541155e+02;7.401652e-01;0;0;2.629611e-01
49;0.500000;2.340980e+02;7.577774e-01;2.529369e-02;0;3.053967e-01
50;0.510000;2.420533e+02;7.552335e-01;3.449069e-02;1.679457e-02;2.156970e-01
51;0.520000;2.521564e+02;7.400830e-01;4.270761e-02;2.018483e-02;1.377907e-01
52;0.530000;2.651185e+02;7.288299e-01;2.752175e-02;2.204567e-02;1.222151e-01
53;0.540000;2.782383e+02;7.157329e-01;3.001557e-02;7.844384e-03;1.117237e-01
54;0.550000;2.953514e+02;7.194133e-01;2.913665e-02;8.191624e-03;9.112845e-02
55;0.560000;3.101321e+02;7.393429e-01;2.857306e-02;1.282249e-02;7.394397e-02
56;0.570000;3.259759e+02;7.639486e-01;2.384508e-02;1.446062e-02;9.418557e-02
57;0.580000;3.354151e+02;7.934648e-01;2.172222e-02;1.187285e-02;1.138542e-01
58;0.590000;3.411085e+02;7.985485e-01;1.892900e-02;1.469934e-02;1.129908e-01
59;0.600000;3.305966e+02;7.709212e-01;1.694179e-02;1.516749e-02;8.698389e-02
60;0.610000;3.109925e+02;7.444604e-01;1.978438e-02;1.618426e-02;6.214665e-02
61;0.620000;2.886142e+02;7.285101e-01;2.251754e-02;1.013094e-02;1.057177e-01
62;0.630000;2.739318e+02;7.527501e-01;2.406556e-02;7.281230e-03;1.247079e-01
63;0.640000;2.658431e+02;7.665710e-01;1.985914e-02;7.783445e-03;1.597498e-01
64;0.650000;2.604361e+02;7.721974e-01;2.031165e-02;1.524227e-02;1.712911e-01
65;0.660000;2.560029e+02;7.705023e-01;1.516670e-02;1.601599e-02;1.387220e-01
66;0.670000;2.528771e+02;7.723952e-01;1.999903e-02;1.709069e-02;1.161344e-01
67;0.680000;2.512274e+02;7.794757e-01;2.095989e-02;7.925667e-03;7.955161e-02
68;0.690000;2.523134e+02;7.885361e-01;2.935546e-02;7.573023e-03;9.767851e-02
69;0.700000;2.545295e+02;7.904167e-01;2.817769e-02;4.351370e-03;1.520929e-01
70;0.710000;2.571892e+02;7.950607e-01;2.225558e-02;5.079804e-03;2.016295e-01
71;0.720000;2.605267e+02;7.976370e-01;1.486721e-02;3.483415e-03;1.766387e-01
72;0.730000;2.639250e+02;7.975176e-01;1.254768e-02;5.725005e-03;1.300730e-01
73;0.740000;2.687256e+02;7.932526e-01;8.902277e-03;5.165193e-03;7.297069e-02
74;0.750000;2.744149e+02;7.817063e-01;1.152036e-02;9.101026e-03;6.936609e-02
75;0.760000;2.839133e+02;7.714526e-01;1.210746e-02;9.679612e-03;7.423712e-02
76;0.770000;2.935670e+02;7.732561e-01;1.219213e-02;1.171808e-02;6.885941e-02
77;0.780000;3.016620e+02;7.894982e-01;1.155789e-02;1.193812e-02;1.357914e-01
78;0.790000;3.055992e+02;8.136196e-01;1.263576e-02;1.448296e-02;9.164046e-02
79;0.800000;3.056265e+02;8.254003e-01;1.456627e-02;1.429204e-02;1.590102e-01
80;0.810000;3.020579e+02;8.274670e-01;1.303157e-02;1.279282e-02;1.260071e-01
81;0.820000;2.946758e+02;8.186385e-01;1.516749e-02;1.116848e-02;2.267730e-01
82;0.830000;2.848299e+02;8.147840e-01;1.529260e-02;1.279849e-02;1.818797e-01
83;0.840000;2.737230e+02;8.111758e-01;1.742039e-02;1.269847e-02;1.491009e-01
84;0.850000;2.620003e+02;8.067992e-01;1.467387e-02;9.388820e-03;5.611295e-02
85;0.860000;2.498792e+02;7.974365e-01;1.740676e-02;5.074911e-03;2.423234e-02
86;0.870000;2.394189e+02;7.774119e-01;1.864716e-02;2.734685e-03;2.659960e-02
87;0.880000;1.559517e+02;7.177516e-01;1.240645e-02;1.781898e-03;9.988140e-03
88;0.890000;7.679383e+01;6.549113e-01;6.203223e-03;8.909489e-04;4.994070e-03
89;0.900000;0;5.933092e-01;0;0;0
90;0.910000;0;5.966641e-01;0;0;0
91;0.920000;0;6.116607e-01;0;0;0
92;0.930000;0;6.012563e-01;0;0;0
93;0.940000;0;6.019792e-01;0;0;0
94;0.950000;7.219943e+01;6.317576e-01;0;0;0
95;0.960000;1.452410e+02;7.145889e-01;0;0;3.545209e-02
96;0.970000;2.184857e+02;7.730344e-01;8.177162e-03;1.086272e-02;2.082027e-01
97;0.980000;2.188480e+02;8.004894e-01;1.109574e-02;1.709122e-02;3.103337e-01
98;0.990000;2.173952e+02;8.025852e-01;1.401431e-02;2.331971e-02;3.770126e-01
99;1.000000;2.143990e+02;7.958495e-01;1.471931e-02;1.973489e-02;2.172543e-01
100;1.010000;2.117337e+02;7.691426e-01;1.506723e-02;1.903503e-02;1.550730e-01
101;1.020000;1.401449e+02;7.375391e-01;1.214866e-02;1.280654e-02;5.294201e-02
102;1.030000;6.989642e+01;7.036538e-01;3.266492e-03;5.528640e-03;3.994977e-02
103;1.040000;0;6.770738e-01;0;0;0
104;1.050000;0;6.376331e-01;0;0;0
105;1.060000;0;6.172480e-01;0;0;0
106;1.070000;0;5.823472e-01;0;0;0
107;1.080000;0;5.876172e-01;0;0;0
108;1.090000;0;5.669820e-01;0;0;0
109;1.100000;0;5.707440e-01;0;0;0
110;1.110000;0;6.034331e-01;0;0;0
111;1.120000;6.203939e+01;6.579845e-01;0;0;1.299338e-01
112;1.130000;1.246801e+02;7.229371e-01;7.590866e-03;0;2.381806e-01
113;1.140000;1.878764e+02;7.511568e-01;8.965139e-03;6.185297e-03;3.071653e-01
114;1.150000;1.894048e+02;7.776688e-01;1.278129e-02;1.135138e-02;2.258498e-01
115;1.160000;1.904044e+02;7.953755e-01;7.450400e-03;1.244088e-02;1.668972e-01
116;1.170000;1.905727e+02;8.040702e-01;1.023749e-02;8.128767e-03;1.023726e-01
117;1.180000;1.899326e+02;7.941326e-01;7.499772e-03;4.649243e-03;6.705076e-02
118;1.190000;1.887246e+02;7.639152e-01;6.852699e-03;4.730929e-03;7.121827e-02
119;1.200000;1.253600e+02;6.969442e-01;2.691333e-03;2.857749e-03;6.675825e-02
120;1.210000;6.243236e+01;6.447898e-01;1.612898e-03;1.171188e-03;5.346173e-02
121;1.220000;0;5.987288e-01;0;0;0
122;1.230000;0;5.987403e-01;0;0;0
123;1.240000;0;5.952005e-01;0;0;0
124;1.250000;7.787563e+01;6.527597e-01;0;0;1.756169e-01
125;1.260000;1.549863e+02;7.136088e-01;6.541795e-02;8.256076e-02;2.361779e-01
126;1.270000;2.321699e+02;7.757370e-01;1.018202e-01;1.297115e-01;5.311001e-01
127;1.280000;2.346188e+02;7.789714e-01;1.147335e-01;1.307704e-01;4.112473e-01
128;1.290000;2.410813e+02;7.831717e-01;5.877270e-02;5.203227e-02;3.777436e-01
129;1.300000;2.508182e+02;7.752715e-01;3.206724e-02;9.505200e-03;9.721020e-02
130;1.310000;2.672169e+02;7.673659e-01;2.547541e-02;1.118595e-02;8.566332e-02
131;1.320000;2.883130e+02;7.618311e-01;2.703807e-02;1.388142e-02;7.913395e-02
132;1.330000;3.085471e+02;7.919757e-01;2.511729e-02;1.053819e-02;9.374726e-02
133;1.340000;3.194634e+02;8.356921e-01;2.683349e-02;1.633734e-02;6.276564e-02
134;1.350000;3.222946e+02;8.580207e-01;1.726174e-02;1.060519e-02;5.400604e-02
135;1.360000;3.227456e+02;8.251750e-01;1.095944e-02;9.869901e-03;7.431816e-02
136;1.370000;2.151061e+02;7.216687e-01;2.921720e-03;1.331105e-03;6.108256e-02
137;1.380000;2.696932e+02;7.087696e-01;1.473671e-03;5.451906e-04;4.931423e-02
138;1.390000;3.271063e+02;7.426925e-01;5.086696e-02;6.595322e-02;1.069119e-01
139;1.400000;4.931397e+02;8.504200e-01;5.914425e-02;8.453601e-02;1.700616e-01
140;1.410000;4.970564e+02;8.752128e-01;6.108770e-02;8.755425e-02;1.900941e-01
141;1.420000;4.980541e+02;8.823788e-01;1.187399e-02;2.311835e-02;9.630788e-02
142;1.430000;4.987007e+02;8.820210e-01;5.532165e-03;6.691630e-03;6.612182e-02
143;1.440000;4.999377e+02;8.787808e-01;4.695531e-03;4.371150e-03;6.900678e-02
144;1.450000;5.009181e+02;8.763106e-01;3.700758e-03;3.643627e-03;7.669065e-02
145;1.460000;4.988091e+02;8.672484e-01;3.085469e-03;2.917789e-03;6.306347e-02
146;1.470000;4.914392e+02;8.557591e-01;6.372687e-03;5.128678e-03;5.512467e-02
147;1.480000;4.773110e+02;8.367216e-01;1.035692e-02;6.451675e-03;4.489993e-02
148;1.490000;4.586452e+02;8.200460e-01;1.269871e-02;7.167821e-03;4.051708e-02
149;1.500000;4.399757e+02;8.036054e-01;1.243923e-02;8.101083e-03;4.737685e-02
150;1.510000;4.199853e+02;7.775949e-01;1.286912e-02;7.147603e-03;6.728872e-02
151;1.520000;2.740799e+02;7.381557e-01;9.207155e-03;5.001230e-03;5.233512e-02
152;1.530000;1.328782e+02;6.286473e-01;5.072596e-03;1.159308e-03;3.049672e-02
153;1.540000;0;5.267236e-01;0;0;0
154;1.550000;0;4.545305e-01;0;0;0
155;1.560000;0;4.727145e-01;0;0;0
156;1.570000;0;4.950702e-01;0;0;0
157;1.580000;0;4.946330e-01;0;0;0
158;1.590000;0;5.241333e-01;0;0;0
159;1.600000;0;5.389736e-01;0;0;0
160;1.610000;0;5.714335e-01;0;0;0
161;1.620000;0;5.678930e-01;0;0;0
162;1.630000;0;5.684643e-01;0;0;0
163;1.640000;0;5.571334e-01;0;0;0
164;1.650000;0;5.526258e-01;0;0;0
165;1.660000;0;5.706417e-01;0;0;0
166;1.670000;6.080611e+01;6.394945e-01;0;0;0
167;1.680000;1.212885e+02;6.909317e-01;0;0;2.318854e-01
168;1.690000;1.810404e+02;7.387986e-01;0;0;4.637707e-01
169;1.700000;1.778536e+02;7.484336e-01;2.086831e-02;3.698029e-02;5.677658e-01
170;1.710000;1.739667e+02;7.674024e-01;2.490627e-02;3.866049e-02;5.508111e-01
171;1.720000;1.701473e+02;7.885010e-01;2.894423e-02;4.034068e-02;5.338563e-01
172;1.730000;1.679641e+02;8.017513e-01;1.211389e-02;5.040597e-03;6.447918e-01
173;1.740000;1.659629e+02;7.969420e-01;2.053701e-02;2.061366e-02;4.484508e-01
174;1.750000;1.630936e+02;7.809231e-01;2.896014e-02;3.618672e-02;2.521098e-01
175;1.760000;1.601360e+02;7.619290e-01;2.928496e-02;3.508228e-02;5.343093e-02
176;1.770000;1.055416e+02;7.002921e-01;1.682387e-02;1.782901e-02;3.484132e-02
177;1.780000;5.247850e+01;6.426284e-01;4.362782e-03;5.757539e-04;1.625171e-02
178;1.790000;0;5.715080e-01;0;0;0
179;1.800000;0;5.596464e-01;0;0;0
180;1.810000;5.556623e+01;6.107703e-01;0;0;1.181928e-01
181;1.820000;1.113072e+02;6.899364e-01;1.183781e-02;0;3.860275e-01
182;1.830000;1.670754e+02;7.695118e-01;2.367563e-02;0;6.538622e-01
183;1.840000;1.667550e+02;7.849339e-01;5.919020e-02;2.493800e-02;5.672114e-01
184;1.850000;1.657028e+02;7.855151e-01;4.799933e-02;4.319035e-02;3.535247e-01
185;1.860000;1.639392e+02;7.607627e-01;3.680846e-02;6.144270e-02;1.398379e-01
186;1.870000;1.610585e+02;7.351598e-01;6.456396e-03;4.084036e-02;1.291377e-01
187;1.880000;1.063696e+02;6.770775e-01;5.809451e-03;2.258801e-02;7.498977e-02
188;1.890000;5.236509e+01;6.361730e-01;5.162506e-03;4.335656e-03;2.084189e-02
189;1.900000;0;5.895066e-01;0;0;0
190;1.910000;0;5.691737e-01;0;0;0
191;1.920000;0;5.513879e-01;0;0;0
192;1.930000;0;5.522060e-01;0;0;0
193;1.940000;0;5.622945e-01;0;0;0
194;1.950000;0;5.880215e-01;0;0;0
195;1.960000;0;5.951552e-01;0;0;0
196;1.970000;0;5.991676e-01;0;0;0
197;1.980000;0;6.006534e-01;0;0;0
198;1.990000;0;6.239794e-01;0;0;0
199;2.000000;0;6.610699e-01;0;0;0
200;2.010000;5.785169e+01;6.865167e-01;0;0;0
201;2.020000;1.142615e+02;7.050925e-01;0;0;0
202;2.030000;1.695321e+02;7.202604e-01;0;0;8.499199e-02
203;2.040000;1.657434e+02;7.356687e-01;1.838124e-02;2.811811e-02;1.141928e-01
204;2.050000;1.617704e+02;7.392645e-01;1.880907e-02;3.197910e-02;2.114684e-01
205;2.060000;1.574677e+02;7.355402e-01;2.473771e-02;3.512447e-02;1.327351e-01
206;2.070000;1.034048e+02;7.085226e-01;6.356471e-03;7.006360e-03;1.035343e-01
207;2.080000;5.096794e+01;6.631233e-01;5.928634e-03;3.145369e-03;6.258635e-03
208;2.090000;0;6.049903e-01;0;0;0
209;2.100000;0;5.661710e-01;0;0;0
210;2.110000;0;5.626951e-01;0;0;0
211;2.120000;0;5.706485e-01;0;0;0
212;2.130000;0;5.642736e-01;0;0;0
213;2.140000;0;5.627901e-01;0;0;0
214;2.150000;0;5.657234e-01;0;0;0
215;2.160000;0;5.866440e-01;0;0;0
216;2.170000;0;5.929912e-01;0;0;0
217;2.180000;0;5.980679e-01;0;0;0
218;2.190000;0;6.112463e-01;0;0;0
219;2.200000;0;6.101717e-01;0;0;0
220;2.210000;0;5.953777e-01;0;0;0
221;2.220000;0;5.656485e-01;0;0;0
222;2.230000;0;5.706779e-01;0;0;0
223;2.240000;0;5.839276e-01;0;0;0
224;2.250000;0;6.063173e-01;0;0;0
225;2.260000;0;6.051076e-01;0;0;0
226;2.270000;0;6.050443e-01;0;0;0
227;2.280000;0;5.879798e-01;0;0;0
228;2.290000;0;5.704508e-01;0;0;0
229;2.300000;0;5.613410e-01;0;0;0
230;2.310000;0;5.716254e-01;0;0;0
231;2.320000;0;5.691207e-01;0;0;0
232;2.330000;0;5.678326e-01;0;0;0
233;2.340000;0;5.596022e-01;0;0;0
234;2.350000;0;5.741377e-01;0;0;0
235;2.360000;0;5.988471e-01;0;0;0
236;2.370000;0;6.046295e-01;0;0;0
237;2.380000;0;6.055427e-01;0;0;0
238;2.390000;6.710534e+01;6.260007e-01;0;0;0
239;2.400000;1.350727e+02;6.890268e-01;0;0;1.500340e-01
240;2.410000;2.036652e+02;7.506345e-01;2.501672e-02;0;1.532075e-01
241;2.420000;2.062888e+02;7.601492e-01;2.817848e-02;2.209225e-02;1.706510e-01
242;2.430000;2.096510e+02;7.498892e-01;3.226183e-02;2.549752e-02;5.416429e-02
243;2.440000;2.129916e+02;7.501490e-01;1.156599e-02;3.004388e-02;6.857800e-02
244;2.450000;2.156093e+02;7.730098e-01;8.476608e-03;2.035969e-02;8.669034e-02
245;2.460000;2.166818e+02;7.979696e-01;5.368359e-03;1.785695e-02;8.759907e-02
246;2.470000;2.167740e+02;8.106723e-01;3.534164e-03;1.481488e-02;7.064646e-02
247;2.480000;2.155040e+02;8.092300e-01;6.397761e-03;2.878013e-03;3.560853e-02
248;2.490000;2.124112e+02;7.890813e-01;6.901002e-03;3.420104e-03;4.974704e-03
249;2.500000;2.081793e+02;7.598535e-01;8.413986e-03;4.454860e-03;1.696760e-02
250;2.510000;1.371025e+02;7.157046e-01;5.478011e-03;3.983664e-03;1.644969e-02
251;2.520000;6.779322e+01;6.635927e-01;3.999665e-03;2.539057e-03;1.262745e-02
252;2.530000;0;6.197917e-01;0;0;0
253;2.540000;0;5.866626e-01;0;0;0
254;2.550000;0;5.666239e-01;0;0;0
255;2.560000;0;5.652133e-01;0;0;0
256;2.570000;8.329122e+01;6.143267e-01;0;0;1.723332e-01
257;2.580000;1.691235e+02;6.866544e-01;3.976688e-02;0;2.713829e-01
258;2.590000;2.559402e+02;7.485009e-01;6.336451e-02;9.604391e-03;3.625716e-01
259;2.600000;2.602789e+02;7.742255e-01;8.036194e-02;1.225101e-02;2.003559e-01
260;2.610000;2.640478e+02;7.720199e-01;4.428859e-02;2.057335e-02;1.412043e-01
261;2.620000;2.710450e+02;7.571211e-01;2.479476e-02;1.176978e-02;5.992958e-02
262;2.630000;2.751608e+02;7.421038e-01;1.930982e-02;1.393405e-02;8.424228e-02
263;2.640000;2.737899e+02;7.381505e-01;2.424761e-02;1.083251e-02;7.630090e-02
264;2.650000;2.665390e+02;7.308192e-01;2.877512e-02;1.525248e-02;9.834373e-02
265;2.660000;1.747932e+02;7.048708e-01;1.726263e-02;1.044160e-02;6.391352e-02
266;2.670000;8.656293e+01;6.616152e-01;8.631315e-03;5.220799e-03;3.195676e-02
267;2.680000;0;6.181089e-01;0;0;0
268;2.690000;0;5.903209e-01;0;0;0
269;2.700000;0;5.863224e-01;0;0;0
270;2.710000;0;5.911888e-01;0;0;0
271;2.720000;0;5.841230e-01;0;0;0
272;2.730000;0;6.099296e-01;0;0;0
273;2.740000;8.534296e+01;6.632670e-01;0;0;3.684422e-02
274;2.750000;1.710482e+02;7.370326e-01;4.230569e-02;0;1.378836e-01
275;2.760000;2.563518e+02;7.821161e-01;4.716539e-02;1.446388e-02;2.058412e-01
276;2.770000;2.558528e+02;8.043866e-01;4.891858e-02;1.552975e-02;2.002202e-01
277;2.780000;2.547130e+02;8.195378e-01;7.491160e-03;1.632468e-02;1.211249e-01
278;2.790000;2.536846e+02;8.266751e-01;3.509735e-03;2.655732e-03;7.511143e-02
279;2.800000;2.523580e+02;8.295033e-01;4.957077e-03;4.670210e-03;6.523454e-02
280;2.810000;2.507674e+02;8.327228e-01;9.210440e-03;5.502247e-03;5.241586e-02
281;2.820000;2.491185e+02;8.338512e-01;1.045364e-02;7.675194e-03;4.122835e-02
282;2.830000;2.474559e+02;8.369330e-01;8.713258e-03;5.828725e-03;2.485675e-02
283;2.840000;2.454804e+02;8.346119e-01;4.959460e-03;5.230135e-03;2.237507e-02
284;2.850000;2.427730e+02;8.304734e-01;5.243254e-03;3.741944e-03;3.272513e-02
285;2.860000;2.398969e+02;8.258103e-01;6.104581e-03;4.086953e-03;3.849674e-02
286;2.870000;2.373649e+02;8.268468e-01;9.909616e-03;4.684119e-03;4.448768e-02
287;2.880000;2.355827e+02;8.274140e-01;8.807655e-03;5.400397e-03;3.585286e-02
288;2.890000;2.347496e+02;8.198092e-01;8.604065e-03;6.700987e-03;3.667948e-02
289;2.900000;2.342919e+02;7.953155e-01;5.905721e-03;6.058147e-03;7.401787e-02
290;2.910000;1.561552e+02;7.134539e-01;4.602407e-03;3.862181e-03;6.154607e-02
291;2.920000;7.800953e+01;6.495655e-01;2.484535e-03;9.827062e-04;4.997304e-02
292;2.930000;0;6.007134e-01;0;0;0
293;2.940000;0;5.813971e-01;0;0;0
294;2.950000;0;5.520943e-01;0;0;0
295;2.960000;0;5.149277e-01;0;0;0
296;2.970000;0;5.032566e-01;0;0;0
297;2.980000;0;5.006886e-01;0;0;0
298;2.990000;0;5.054212e-01;0;0;0
299;3.000000;0;5.148172e-01;0;0;0
300;3.010000;0;5.069568e-01;0;0;0
301;3.020000;0;5.513223e-01;0;0;0
302;3.030000;7.410589e+01;6.273817e-01;0;0;2.804747e-02
303;3.040000;1.486023e+02;7.288847e-01;4.357982e-02;0;2.068986e-01
304;3.050000;2.229438e+02;7.830739e-01;8.674099e-02;6.061510e-03;2.408161e-01
305;3.060000;2.227404e+02;8.110001e-01;8.775752e-02;4.833778e-02;2.543696e-01
306;3.070000;2.219730e+02;8.257179e-01;4.591383e-02;4.883999e-02;1.174644e-01
307;3.080000;2.215203e+02;8.381020e-01;3.032814e-03;4.413677e-02;9.998348e-02
308;3.090000;2.217509e+02;8.456305e-01;3.376116e-03;2.941306e-03;1.213333e-01
309;3.100000;2.225225e+02;8.481442e-01;2.667558e-03;3.268838e-03;9.444847e-02
310;3.110000;2.233865e+02;8.479166e-01;4.043508e-03;3.203566e-03;1.129619e-01
311;3.120000;2.239066e+02;8.464395e-01;4.273959e-03;2.196496e-03;5.860992e-02
312;3.130000;2.241029e+02;8.442321e-01;3.585724e-03;2.015337e-03;4.894302e-02
313;3.140000;2.240866e+02;8.409922e-01;3.049359e-03;2.467157e-03;5.610323e-02
314;3.150000;2.237328e+02;8.300675e-01;2.764475e-03;3.465631e-03;4.896509e-02
315;3.160000;2.227772e+02;8.135437e-01;2.556884e-03;3.433641e-03;9.113132e-02
316;3.170000;2.218728e+02;7.927027e-01;6.032342e-03;6.212199e-03;1.033540e-01
317;3.180000;2.227062e+02;7.845462e-01;9.685837e-03;5.572034e-03;1.644033e-01
318;3.190000;2.241226e+02;7.837178e-01;1.836026e-02;1.849748e-02;1.477966e-01
319;3.200000;2.250805e+02;7.837393e-01;1.570740e-02;1.494305e-02;1.120942e-01
320;3.210000;2.238453e+02;7.694255e-01;1.269084e-02;1.547996e-02;6.821499e-02
321;3.220000;2.190286e+02;7.480319e-01;5.621846e-03;2.812849e-03;8.624540e-02
322;3.230000;2.138629e+02;7.412092e-01;1.676552e-02;1.309535e-02;1.136976e-01
323;3.240000;2.093128e+02;7.461684e-01;1.578046e-02;4.369276e-02;1.549289e-01
324;3.250000;2.073665e+02;7.616997e-01;1.500057e-02;7.438421e-02;1.658068e-01
325;3.260000;2.047341e+02;7.732238e-01;6.408540e-03;7.098473e-02;1.282236e-01
326;3.270000;2.015818e+02;7.875006e-01;1.286228e-02;4.640897e-02;1.283373e-01
327;3.280000;1.989741e+02;8.010138e-01;1.574292e-02;1.833037e-02;1.014529e-01
328;3.290000;1.974120e+02;8.070877e-01;1.392703e-02;1.160737e-02;1.207745e-01
329;3.300000;1.964172e+02;7.942041e-01;8.433169e-03;5.247027e-03;6.849901e-02
330;3.310000;1.960175e+02;7.574313e-01;5.332088e-03;2.148390e-03;4.910157e-02
331;3.320000;1.305877e+02;6.873404e-01;2.653988e-03;1.019407e-03;2.128039e-02
332;3.330000;6.538729e+01;6.569082e-01;7.368361e-04;3.891349e-04;1.358014e-02
333;3.340000;0;6.508012e-01;0;0;0
334;3.350000;6.036606e+01;6.976316e-01;0;0;3.710530e-02
335;3.360000;1.215844e+02;7.173173e-01;0;0;7.421061e-02
336;3.370000;1.843645e+02;7.318239e-01;2.046725e-03;1.345463e-04;9.777147e-02
337;3.380000;1.898731e+02;7.262785e-01;1.211873e-02;8.161212e-03;8.452100e-02
338;3.390000;1.970158e+02;7.311754e-01;2.083534e-02;9.779981e-03;7.680018e-02
339;3.400000;2.040591e+02;7.482419e-01;2.528992e-02;1.554331e-02;1.174262e-01
340;3.410000;2.080242e+02;7.725242e-01;2.626678e-02;2.643767e-02;1.163606e-01
341;3.420000;2.093432e+02;7.914582e-01;2.054119e-02;2.629287e-02;1.043381e-01
342;3.430000;2.094799e+02;8.037663e-01;1.547405e-02;2.148883e-02;8.109315e-02
343;3.440000;2.102778e+02;8.137192e-01;5.733980e-03;4.451628e-03;8.500892e-02
344;3.450000;2.115648e+02;8.227565e-01;3.566859e-03;3.573743e-03;8.099114e-02
345;3.460000;2.125348e+02;8.298275e-01;2.956598e-03;3.075995e-03;5.339344e-02
346;3.470000;2.129039e+02;8.319318e-01;4.893864e-03;7.062297e-03;4.865751e-02
347;3.480000;2.131961e+02;8.320488e-01;7.055862e-03;8.256447e-03;9.939063e-02
348;3.490000;2.135920e+02;8.327515e-01;8.021570e-03;8.974638e-03;1.104673e-01
349;3.500000;2.137824e+02;8.401330e-01;5.865280e-03;4.687742e-03;1.296256e-01
350;3.510000;2.136531e+02;8.493514e-01;3.742172e-03;3.853764e-03;7.690200e-02
351;3.520000;2.134981e+02;8.546150e-01;2.298062e-03;2.696506e-03;1.029446e-01
352;3.530000;2.135431e+02;8.540073e-01;1.975746e-03;1.718047e-03;1.094699e-01
353;3.540000;2.135933e+02;8.511798e-01;2.635293e-03;9.691301e-04;1.580297e-01
354;3.550000;2.134391e+02;8.491416e-01;4.001120e-03;1.023822e-03;1.551566e-01
355;3.560000;2.128423e+02;8.442261e-01;4.333773e-03;7.446893e-04;1.330237e-01
