frameIndex;frameTime;F0final_sma;voicingFinalUnclipped_sma;jitterLocal_sma;jitterDDP_sma;shimmerLocal_sma
69;0.700000;1.714979e+02;7.368867e-01;0;0;1.272524e-01
70;0.710000;1.708060e+02;7.563365e-01;4.223561e-03;0;1.799216e-01
71;0.720000;1.693521e+02;7.625601e-01;6.836607e-03;2.404826e-03;1.917225e-01
72;0.730000;1.677795e+02;7.653804e-01;1.197932e-02;3.930870e-03;8.065588e-02
73;0.740000;1.668947e+02;7.659909e-01;1.289847e-02;5.456913e-03;4.417254e-02
74;0.750000;1.667323e+02;7.663698e-01;1.351352e-02;4.916906e-03;5.881204e-02
75;0.760000;1.662327e+02;7.595127e-01;9.572232e-03;5.429163e-03;6.562877e-02
76;0.770000;1.638941e+02;7.384619e-01;4.906094e-03;4.505703e-03;5.942523e-02
77;0.780000;1.082621e+02;7.035313e-01;1.678003e-03;2.640883e-03;3.298476e-02
78;0.790000;5.324262e+01;6.675329e-01;4.765761e-04;6.025835e-04;9.982250e-03
79;0.800000;0;6.517197e-01;0;0;0
80;0.810000;0;6.634688e-01;0;0;0
81;0.820000;0;6.334079e-01;0;0;0
82;0.830000;0;6.041284e-01;0;0;0
83;0.840000;0;5.796313e-01;0;0;0
84;0.850000;0;6.057163e-01;0;0;0
85;0.860000;0;6.154088e-01;0;0;0
86;0.870000;0;6.102204e-01;0;0;0
87;0.880000;0;5.996589e-01;0;0;0
88;0.890000;0;6.255615e-01;0;0;0
89;0.900000;7.186309e+01;6.705924e-01;0;0;0
90;0.910000;1.443877e+02;7.354633e-01;0;0;9.022129e-02
91;0.920000;2.178839e+02;7.768202e-01;9.680542e-03;3.941573e-03;9.925821e-02
92;0.930000;2.207156e+02;7.954640e-01;1.491637e-02;7.697675e-03;1.163884e-01
93;0.940000;2.240110e+02;7.972074e-01;2.454822e-02;1.694961e-02;5.311951e-02
94;0.950000;2.270978e+02;7.893894e-01;1.702367e-02;1.724602e-02;5.243689e-02
95;0.960000;2.290162e+02;7.737098e-01;1.394384e-02;1.772791e-02;4.366094e-02
96;0.970000;1.531962e+02;7.394896e-01;4.311987e-03;8.475981e-03;1.670857e-02
97;0.980000;7.661316e+01;6.839491e-01;2.155994e-03;4.237990e-03;8.354287e-03
98;0.990000;0;6.556118e-01;0;0;0
99;1.000000;7.642001e+01;6.682958e-01;0;0;0
100;1.010000;1.537225e+02;7.142146e-01;0;0;5.882353e-02
101;1.020000;1.537225e+02;7.232096e-01;0;0;5.882353e-02
102;1.030000;7.730246e+01;6.362090e-01;0;0;5.882353e-02
103;1.040000;0;5.529711e-01;0;0;0
104;1.050000;0;5.037552e-01;0;0;0
105;1.060000;7.398531e+01;5.903859e-01;0;0;0
106;1.070000;1.474257e+02;6.811889e-01;7.644006e-02;0;8.440345e-02
107;1.080000;2.190089e+02;7.577987e-01;9.331629e-02;4.822880e-02;3.132473e-01
108;1.090000;2.142538e+02;7.796972e-01;1.250336e-01;9.529106e-02;3.306867e-01
109;1.100000;2.085103e+02;7.936373e-01;6.220643e-02;1.047790e-01;2.836619e-01
110;1.110000;2.037232e+02;8.079364e-01;5.420294e-02;6.092797e-02;9.582934e-02
111;1.120000;2.008397e+02;8.159621e-01;2.820478e-02;1.686712e-02;8.724520e-02
112;1.130000;1.990743e+02;8.203912e-01;1.603939e-02;1.018265e-02;5.645591e-02
113;1.140000;1.979889e+02;8.196024e-01;8.188793e-03;6.672994e-03;2.013439e-02
114;1.150000;1.969878e+02;8.173674e-01;3.258723e-03;4.214969e-03;3.782684e-02
115;1.160000;1.958078e+02;8.120685e-01;4.150590e-03;2.939267e-03;5.208876e-02
116;1.170000;1.942002e+02;8.060877e-01;5.467797e-03;3.598906e-03;6.825037e-02
117;1.180000;1.922759e+02;8.012021e-01;4.881264e-03;5.190953e-03;8.087631e-02
118;1.190000;1.904259e+02;7.971158e-01;1.149149e-02;1.241569e-02;6.986189e-02
119;1.200000;1.888086e+02;7.940643e-01;1.810172e-02;1.964043e-02;5.884747e-02
120;1.210000;1.875162e+02;7.899621e-01;2.376042e-02;2.043602e-02;9.835982e-02
121;1.220000;1.864886e+02;7.876289e-01;1.570718e-02;1.666414e-02;1.259036e-01
122;1.230000;1.856940e+02;7.878065e-01;9.305472e-03;9.570022e-03;1.307751e-01
123;1.240000;1.852120e+02;7.884237e-01;3.554895e-03;9.077108e-03;6.255583e-02
124;1.250000;1.851461e+02;7.887166e-01;5.369428e-03;6.690253e-03;4.169047e-02
125;1.260000;1.861252e+02;7.863817e-01;4.159832e-03;5.554899e-03;4.115216e-02
126;1.270000;1.877724e+02;7.841420e-01;8.617139e-03;5.044081e-03;5.714889e-02
127;1.280000;1.892868e+02;7.867859e-01;9.555426e-03;3.241079e-03;4.484893e-02
128;1.290000;1.900701e+02;7.946849e-01;1.584023e-02;6.608518e-03;1.288861e-01
129;1.300000;1.906748e+02;8.050000e-01;1.382905e-02;9.689111e-03;1.160307e-01
130;1.310000;1.917520e+02;8.107033e-01;1.057270e-02;1.024648e-02;1.260274e-01
131;1.320000;1.931760e+02;8.129647e-01;3.342423e-03;7.704159e-03;4.203233e-02
132;1.330000;1.946543e+02;8.131085e-01;6.956276e-03;8.285764e-03;4.640840e-02
133;1.340000;1.959009e+02;8.125431e-01;8.692042e-03;1.101905e-02;3.282937e-02
134;1.350000;1.968613e+02;8.100915e-01;9.875956e-03;1.174222e-02;3.583018e-02
135;1.360000;1.972876e+02;8.054319e-01;5.282078e-03;8.224072e-03;3.505895e-02
136;1.370000;1.972965e+02;8.001349e-01;4.730226e-03;6.213961e-03;5.163879e-02
137;1.380000;1.975285e+02;7.939584e-01;7.597046e-03;6.928066e-03;9.916439e-02
138;1.390000;1.983550e+02;7.911325e-01;1.129705e-02;1.215309e-02;1.059717e-01
139;1.400000;1.993846e+02;7.886906e-01;1.038205e-02;1.919076e-02;1.002566e-01
140;1.410000;2.000272e+02;7.870650e-01;6.386858e-03;1.661960e-02;5.472623e-02
141;1.420000;2.001122e+02;7.838790e-01;1.202358e-03;9.679505e-03;4.277557e-02
142;1.430000;1.999352e+02;7.816017e-01;6.328632e-04;9.267561e-04;4.334730e-02
143;1.440000;1.992023e+02;7.783551e-01;6.493249e-04;1.084952e-03;3.707920e-02
144;1.450000;1.977109e+02;7.750240e-01;2.983358e-03;2.693535e-03;3.758645e-02
145;1.460000;1.960616e+02;7.732722e-01;5.046250e-03;5.605973e-03;4.696633e-02
146;1.470000;1.961742e+02;7.716501e-01;7.805878e-03;6.190486e-03;7.771664e-02
147;1.480000;1.979254e+02;7.719615e-01;9.941072e-03;5.518543e-03;7.340726e-02
148;1.490000;2.006680e+02;7.727056e-01;1.309938e-02;2.929121e-03;8.500922e-02
149;1.500000;2.025584e+02;7.769551e-01;1.303926e-02;4.171706e-03;4.515547e-02
150;1.510000;2.038418e+02;7.758721e-01;9.444606e-03;4.135340e-03;4.573757e-02
151;1.520000;2.048756e+02;7.628107e-01;5.552541e-03;4.207466e-03;1.882533e-02
152;1.530000;2.054540e+02;7.632241e-01;3.099797e-03;2.720739e-03;3.597375e-02
153;1.540000;2.057622e+02;7.694549e-01;2.830256e-03;1.480011e-03;5.848578e-02
154;1.550000;2.058127e+02;7.935643e-01;3.228955e-03;1.855228e-03;7.497659e-02
155;1.560000;2.061300e+02;8.053649e-01;9.654231e-03;6.044945e-03;1.158498e-01
156;1.570000;2.068497e+02;8.160955e-01;9.255278e-03;8.694383e-03;1.048372e-01
157;1.580000;2.081991e+02;8.165112e-01;8.090812e-03;7.978405e-03;8.601701e-02
158;1.590000;2.108698e+02;8.143365e-01;1.609563e-03;3.486486e-03;2.796858e-02
159;1.600000;2.147555e+02;8.115664e-01;6.798664e-03;5.642275e-03;3.018730e-02
160;1.610000;2.195350e+02;8.124721e-01;1.162532e-02;9.676111e-03;3.672174e-02
161;1.620000;2.247713e+02;8.110831e-01;2.127450e-02;1.702050e-02;3.663405e-02
162;1.630000;2.310176e+02;8.112011e-01;2.609186e-02;1.995450e-02;1.778842e-02
163;1.640000;2.380637e+02;8.111631e-01;4.067257e-02;2.464799e-02;2.253717e-02
164;1.650000;2.448261e+02;8.173614e-01;3.911133e-02;2.873866e-02;3.629290e-02
165;1.660000;2.504499e+02;8.234252e-01;3.391063e-02;2.416279e-02;3.570854e-02
166;1.670000;2.548043e+02;8.269951e-01;1.895174e-02;1.820399e-02;2.375329e-02
167;1.680000;2.578793e+02;8.227410e-01;2.138769e-02;1.482064e-02;4.040774e-02
168;1.690000;2.601050e+02;8.153336e-01;1.779384e-02;2.136140e-02;7.836565e-02
169;1.700000;2.606728e+02;8.082739e-01;1.511883e-02;1.890975e-02;1.175248e-01
170;1.710000;2.594688e+02;8.021848e-01;5.991147e-03;1.137107e-02;8.780351e-02
171;1.720000;2.554054e+02;7.959070e-01;6.117554e-03;2.274411e-03;5.157098e-02
172;1.730000;2.490138e+02;7.878537e-01;7.095491e-03;2.454098e-03;2.193777e-02
173;1.740000;2.417720e+02;7.814894e-01;1.090433e-02;4.862703e-03;2.791422e-02
174;1.750000;2.330141e+02;7.774979e-01;1.512835e-02;7.571714e-03;3.343854e-02
175;1.760000;2.254544e+02;7.813364e-01;1.866358e-02;9.437290e-03;6.665740e-02
176;1.770000;2.186029e+02;7.854816e-01;2.209210e-02;1.165331e-02;8.128359e-02
177;1.780000;2.138457e+02;7.883720e-01;2.183242e-02;9.598842e-03;7.952898e-02
178;1.790000;2.092820e+02;7.809420e-01;1.923545e-02;8.599446e-03;5.306278e-02
179;1.800000;2.043743e+02;7.686815e-01;1.429152e-02;4.824549e-03;4.746551e-02
180;1.810000;1.983536e+02;7.502294e-01;2.616359e-02;1.618352e-02;9.406084e-02
181;1.820000;1.300864e+02;7.169022e-01;2.181833e-02;1.441014e-02;7.464448e-02
182;1.830000;6.366869e+01;6.582153e-01;1.747306e-02;1.263676e-02;5.522814e-02
183;1.840000;0;5.845073e-01;0;0;0
184;1.850000;0;5.294029e-01;0;0;0
185;1.860000;0;4.816941e-01;0;0;0
186;1.870000;0;4.640346e-01;0;0;0
187;1.880000;0;4.587870e-01;0;0;0
188;1.890000;0;4.748328e-01;0;0;0
189;1.900000;0;4.845133e-01;0;0;0
190;1.910000;0;5.045630e-01;0;0;0
191;1.920000;0;5.492271e-01;0;0;0
192;1.930000;0;5.924093e-01;0;0;0
193;1.940000;0;5.951955e-01;0;0;0
194;1.950000;0;6.211216e-01;0;0;0
195;1.960000;6.416975e+01;6.593995e-01;0;0;3.333333e-01
196;1.970000;1.288224e+02;7.346784e-01;0;0;6.666667e-01
197;1.980000;1.936196e+02;7.751530e-01;3.690815e-02;0;7.557220e-01
198;1.990000;1.941978e+02;8.044922e-01;5.894941e-02;1.730738e-02;4.320421e-01
199;2.000000;1.940130e+02;8.119389e-01;5.940745e-02;2.826762e-02;1.129438e-01
200;2.010000;1.930206e+02;8.043866e-01;2.310872e-02;2.855081e-02;2.923086e-02
201;2.020000;1.908976e+02;7.897655e-01;4.262622e-03;1.387911e-02;3.801832e-02
202;2.030000;1.876824e+02;7.703202e-01;6.999753e-03;5.554543e-03;4.222418e-02
203;2.040000;1.238777e+02;7.372351e-01;6.390340e-03;5.271353e-03;3.688180e-02
204;2.050000;6.125277e+01;6.668589e-01;3.195170e-03;2.635676e-03;1.844090e-02
205;2.060000;0;5.779526e-01;0;0;0
206;2.070000;0;5.031056e-01;0;0;0
207;2.080000;0;4.793219e-01;0;0;0
208;2.090000;0;4.785623e-01;0;0;0
209;2.100000;0;5.023417e-01;0;0;0
210;2.110000;0;5.182798e-01;0;0;0
211;2.120000;0;5.191774e-01;0;0;0
212;2.130000;0;4.948156e-01;0;0;0
213;2.140000;0;4.849176e-01;0;0;0
214;2.150000;0;5.291121e-01;0;0;0
215;2.160000;7.696784e+01;6.189514e-01;0;0;0
216;2.170000;1.535509e+02;7.068486e-01;3.564428e-02;0;2.126962e-01
217;2.180000;2.296477e+02;7.692948e-01;6.261566e-02;9.601597e-03;4.352500e-01
218;2.190000;2.286732e+02;7.986558e-01;7.991327e-02;1.787575e-02;4.866498e-01
219;2.200000;2.288533e+02;8.135712e-01;6.156660e-02;2.614990e-02;3.253534e-01
220;2.210000;2.308538e+02;8.141241e-01;3.487990e-02;2.508859e-02;1.089495e-01
221;2.220000;2.355196e+02;8.082233e-01;1.890255e-02;1.793050e-02;6.075186e-02
222;2.230000;2.412224e+02;8.057345e-01;1.955711e-02;2.621716e-02;1.534858e-02
223;2.240000;2.470011e+02;8.088555e-01;3.722459e-02;3.423769e-02;1.519508e-02
224;2.250000;2.511407e+02;8.069014e-01;4.125944e-02;4.135698e-02;2.449127e-02
225;2.260000;2.535344e+02;7.906809e-01;3.050083e-02;2.993600e-02;2.008636e-02
226;2.270000;2.494779e+02;7.647082e-01;1.389155e-02;1.658528e-02;1.122960e-01
227;2.280000;1.646792e+02;7.183419e-01;8.536451e-03;8.349922e-03;9.979770e-02
228;2.290000;7.981953e+01;6.921288e-01;1.342892e-03;3.210092e-03;9.820613e-02
229;2.300000;0;6.488144e-01;0;0;0
230;2.310000;0;6.459591e-01;0;0;0
231;2.320000;0;6.227693e-01;0;0;0
232;2.330000;0;6.164664e-01;0;0;0
233;2.340000;8.343412e+01;6.406330e-01;0;0;0
234;2.350000;1.643816e+02;6.852823e-01;5.292113e-02;0;2.336343e-01
235;2.360000;2.428668e+02;7.490953e-01;9.844094e-02;1.981455e-02;5.476991e-01
236;2.370000;2.351187e+02;7.701885e-01;1.214485e-01;2.922381e-02;6.037094e-01
237;2.380000;2.274210e+02;7.862704e-01;7.645311e-02;3.636598e-02;3.978699e-01
238;2.390000;2.204220e+02;7.879365e-01;3.651125e-02;1.746103e-02;1.047504e-01
239;2.400000;2.140771e+02;7.861392e-01;2.367524e-02;1.307149e-02;5.383207e-02
240;2.410000;2.095826e+02;7.804845e-01;2.007608e-02;9.978191e-03;5.547291e-02
241;2.420000;2.069508e+02;7.798261e-01;3.661094e-02;2.641969e-02;6.445522e-02
242;2.430000;2.061671e+02;7.822172e-01;3.952677e-02;3.246706e-02;7.782098e-02
243;2.440000;2.061228e+02;7.849226e-01;3.763149e-02;3.031235e-02;6.420591e-02
244;2.450000;2.056503e+02;7.875106e-01;1.794996e-02;1.485541e-02;5.009894e-02
245;2.460000;2.046441e+02;7.901211e-01;1.220038e-02;1.078170e-02;5.065991e-02
246;2.470000;2.028711e+02;7.989574e-01;1.755653e-02;1.598757e-02;7.440755e-02
247;2.480000;2.010323e+02;8.090172e-01;1.838669e-02;1.546459e-02;9.806042e-02
248;2.490000;1.996910e+02;8.164821e-01;1.279191e-02;1.050369e-02;9.691313e-02
249;2.500000;1.987616e+02;8.194599e-01;5.188591e-03;4.268764e-03;5.994656e-02
250;2.510000;1.981801e+02;8.205705e-01;2.853516e-03;3.812986e-03;5.085136e-02
251;2.520000;1.979534e+02;8.204383e-01;1.861264e-03;1.953949e-03;3.918894e-02
252;2.530000;1.978654e+02;8.161384e-01;2.427987e-03;1.262296e-03;4.279627e-02
253;2.540000;1.975140e+02;8.062661e-01;1.940163e-03;5.301220e-04;3.078503e-02
254;2.550000;1.974092e+02;7.893516e-01;5.509356e-03;3.147181e-03;6.291031e-02
255;2.560000;1.985742e+02;7.790010e-01;1.299495e-02;5.086821e-03;1.308062e-01
256;2.570000;2.009876e+02;7.772375e-01;1.589872e-02;7.843317e-03;1.361546e-01
257;2.580000;2.035469e+02;7.843265e-01;1.486571e-02;5.452333e-03;9.926250e-02
258;2.590000;2.055649e+02;7.885709e-01;7.968723e-03;5.300030e-03;4.095712e-02
259;2.600000;2.072663e+02;7.907991e-01;5.965848e-03;4.321087e-03;3.304122e-02
260;2.610000;2.093224e+02;7.892437e-01;8.227081e-03;8.108080e-03;5.398517e-02
261;2.620000;2.133261e+02;7.816216e-01;9.503285e-03;9.123439e-03;5.590931e-02
262;2.630000;2.189188e+02;7.806835e-01;1.114382e-02;7.503605e-03;5.550773e-02
263;2.640000;2.247539e+02;7.876809e-01;1.466002e-02;9.320526e-03;8.386324e-02
264;2.650000;2.289001e+02;8.073054e-01;1.929045e-02;1.338947e-02;1.262472e-01
265;2.660000;2.320412e+02;8.209324e-01;1.849736e-02;1.342976e-02;1.240703e-01
266;2.670000;2.357627e+02;8.300020e-01;1.303744e-02;8.437251e-03;9.531633e-02
267;2.680000;2.401907e+02;8.302209e-01;1.036684e-02;2.590801e-03;5.423057e-02
268;2.690000;2.454469e+02;8.279040e-01;1.344830e-02;2.755867e-03;7.109033e-02
269;2.700000;2.511875e+02;8.240047e-01;1.541168e-02;4.937206e-03;7.327022e-02
270;2.710000;2.571947e+02;8.252997e-01;1.546994e-02;4.815091e-03;7.346383e-02
271;2.720000;2.624594e+02;8.282960e-01;1.338869e-02;5.528165e-03;5.188467e-02
272;2.730000;2.670688e+02;8.338935e-01;9.117919e-03;3.105842e-03;3.801771e-02
273;2.740000;2.711822e+02;8.369434e-01;8.288491e-03;5.199337e-03;2.596679e-02
274;2.750000;2.750648e+02;8.399022e-01;8.904386e-03;5.687707e-03;2.380993e-02
275;2.760000;2.783884e+02;8.428431e-01;9.098087e-03;6.162440e-03;2.078262e-02
276;2.770000;2.805579e+02;8.450137e-01;7.172229e-03;3.803440e-03;2.025542e-02
277;2.780000;2.813239e+02;8.419616e-01;6.336702e-03;3.100340e-03;2.923756e-02
278;2.790000;2.799126e+02;8.288679e-01;6.035160e-03;3.895036e-03;4.486376e-02
279;2.800000;2.756526e+02;8.102598e-01;7.903989e-03;5.715781e-03;1.074595e-01
280;2.810000;2.686985e+02;7.922292e-01;9.955866e-03;1.053718e-02;9.712727e-02
281;2.820000;2.601776e+02;7.781375e-01;1.378593e-02;1.436387e-02;7.922243e-02
282;2.830000;2.504217e+02;7.698506e-01;2.088858e-02;1.764433e-02;5.782110e-02
283;2.840000;2.403367e+02;7.617462e-01;2.671917e-02;1.769049e-02;1.006582e-01
284;2.850000;2.302606e+02;7.473615e-01;3.254976e-02;1.773666e-02;1.434954e-01
285;2.860000;1.503051e+02;7.175675e-01;2.169984e-02;1.182444e-02;9.566360e-02
286;2.870000;1.521905e+02;7.126289e-01;1.084992e-02;5.912219e-03;1.483867e-01
287;2.880000;1.580263e+02;7.309892e-01;1.082479e-02;1.045406e-02;1.788922e-01
288;2.890000;2.374714e+02;7.647058e-01;1.841560e-02;1.736332e-02;3.158738e-01
289;2.900000;2.374155e+02;7.695644e-01;2.355673e-02;2.250322e-02;2.847462e-01
290;2.910000;2.325807e+02;7.480724e-01;1.787308e-02;1.718906e-02;2.758360e-01
291;2.920000;1.531356e+02;7.122948e-01;1.028226e-02;1.027980e-02;1.388544e-01
292;2.930000;1.371145e+02;7.102043e-01;5.141132e-03;5.139900e-03;6.942720e-02
293;2.940000;1.236618e+02;7.249907e-01;0;0;0
294;2.950000;1.839565e+02;7.506590e-01;0;0;4.406257e-03
295;2.960000;1.811908e+02;7.401757e-01;1.400808e-03;0;1.133716e-02
296;2.970000;1.199268e+02;6.803649e-01;1.400808e-03;0;1.133716e-02
297;2.980000;1.307753e+02;6.696282e-01;1.400808e-03;0;6.930908e-03
298;2.990000;1.432070e+02;6.876574e-01;0;0;3.333333e-01
299;3.000000;2.158262e+02;7.597176e-01;3.422940e-02;6.343860e-03;5.118251e-01
300;3.010000;2.174613e+02;7.907413e-01;4.423099e-02;2.989470e-02;5.636736e-01
301;3.020000;2.180907e+02;8.037143e-01;4.991671e-02;3.438116e-02;2.657200e-01
302;3.030000;2.181752e+02;8.092111e-01;1.635890e-02;3.061137e-02;9.346598e-02
303;3.040000;2.181061e+02;8.097708e-01;7.028901e-03;9.634606e-03;4.785531e-02
304;3.050000;2.180976e+02;8.055984e-01;1.357978e-03;5.652059e-03;2.675025e-02
305;3.060000;2.178411e+02;7.923331e-01;9.787754e-04;3.355589e-03;2.551773e-02
306;3.070000;2.161014e+02;7.570548e-01;5.995730e-04;1.059120e-03;2.428521e-02
307;3.080000;1.434166e+02;7.114499e-01;5.847748e-04;5.552045e-04;1.001047e-02
308;3.090000;7.096958e+01;6.860822e-01;2.923874e-04;2.776023e-04;5.005235e-03
309;3.100000;0;6.741498e-01;0;0;0
310;3.110000;5.549890e+01;6.952167e-01;0;0;0
311;3.120000;1.102107e+02;7.104818e-01;0;0;2.158934e-01
312;3.130000;1.102107e+02;7.086504e-01;0;0;2.158934e-01
313;3.140000;5.471176e+01;6.920407e-01;0;0;2.158934e-01
314;3.150000;6.541816e+01;6.884093e-01;0;0;2.457145e-01
315;3.160000;1.302689e+02;7.207459e-01;0;0;4.914291e-01
316;3.170000;1.937752e+02;7.561483e-01;0;0;7.371436e-01
317;3.180000;1.905370e+02;7.774819e-01;0;0;7.371436e-01
318;3.190000;1.867612e+02;7.873219e-01;0;0;7.371436e-01
319;3.200000;1.832616e+02;7.946288e-01;7.465633e-03;1.174539e-02;5.033821e-01
320;3.210000;1.803431e+02;7.978881e-01;1.493127e-02;2.349078e-02;2.696207e-01
321;3.220000;1.779270e+02;8.011675e-01;3.057454e-02;3.761949e-02;3.171782e-02
322;3.230000;1.761141e+02;7.993326e-01;2.645596e-02;3.801325e-02;6.680299e-02
323;3.240000;1.744859e+02;7.947626e-01;1.970231e-02;2.889577e-02;1.391435e-01
324;3.250000;1.727307e+02;7.869237e-01;7.576149e-03;1.757970e-02;1.480115e-01
325;3.260000;1.700528e+02;7.779055e-01;6.148870e-03;6.235758e-03;1.160065e-01
326;3.270000;1.661336e+02;7.647590e-01;7.125192e-03;3.831819e-03;5.534963e-02
327;3.280000;1.612116e+02;7.572296e-01;1.674111e-02;1.253042e-02;6.466550e-02
328;3.290000;1.563368e+02;7.539926e-01;2.795436e-02;2.324646e-02;7.562759e-02
329;3.300000;1.522287e+02;7.621015e-01;3.571530e-02;3.026568e-02;8.315388e-02
330;3.310000;1.493661e+02;7.710357e-01;3.203152e-02;2.599764e-02;8.832150e-02
331;3.320000;1.476121e+02;7.755533e-01;3.463481e-02;2.679511e-02;7.452811e-02
332;3.330000;1.465300e+02;7.669275e-01;2.595433e-02;3.448318e-02;4.516923e-02
333;3.340000;1.452302e+02;7.441953e-01;1.656160e-02;2.795236e-02;6.115425e-02
334;3.350000;9.634302e+01;7.073460e-01;8.252747e-04;1.564365e-02;4.895222e-02
335;3.360000;4.781924e+01;6.521321e-01;5.651081e-05;7.123835e-04;4.714805e-02
336;3.370000;0;6.090041e-01;0;0;0
